Date,aportes,volumen_util,porcentaje_util
2022-09-04,206.19,14840.4644,0.85473
2022-09-05,157.7026,14776.5288,0.8514
2022-09-06,176.2909,14748.4975,0.84979
2022-09-07,182.3922,14723.2749,0.84833
2022-09-08,164.041,14700.3924,0.84702
2022-09-09,183.8137,14685.617,0.84616
2022-09-10,161.2843,14657.1543,0.84452
2022-09-11,159.9053,14655.2862,0.84442
2022-09-12,191.1828,14650.8366,0.84416
2022-09-13,210.3137,14689.6691,0.8464
2022-09-14,210.5427,14704.8346,0.84727
2022-09-15,161.0933,14686.4413,0.84621
2022-09-16,333.5112,14821.5535,0.854
2022-09-17,192.1419,14799.3741,0.85272
2022-09-18,234.4113,14851.2397,0.85571
2022-09-19,211.4137,14953.7875,0.86162
2022-09-20,212.3733,14852.8891,0.8558
2022-09-21,206.8664,14814.3494,0.85358
2022-09-22,228.9513,14816.737,0.85372
2022-09-23,218.3978,14818.8994,0.85384
2022-09-24,256.8139,14848.9761,0.85558
2022-09-25,249.5843,14873.8808,0.85701
2022-09-26,197.2654,14826.3116,0.85427
2022-09-27,173.5316,14740.6509,0.84933
2022-09-28,188.855,14650.9624,0.84417
2022-09-29,201.086,14593.8262,0.84088
2022-09-30,217.8223,14580.2851,0.81858
2022-10-01,299.7091,14831.734,0.83269
2022-10-02,226.7363,14797.11,0.83075
2022-10-03,184.0023,14722.337,0.82655
2022-10-04,193.9017,14673.3,0.8238
2022-10-05,208.1286,14652.6185,0.82264
2022-10-06,229.9187,14641.2893,0.822
2022-10-07,252.4165,14658.8805,0.82299
2022-10-08,326.2709,14738.1477,0.82744
2022-10-09,277.988,14762.6109,0.82881
2022-10-10,257.6255,14741.8492,0.82799
2022-10-11,239.0341,14697.942,0.82552
2022-10-12,214.9059,14621.6806,0.82124
2022-10-13,233.0363,14559.7286,0.81776
2022-10-14,227.2424,14509.4369,0.81493
2022-10-15,233.4772,14476.8059,0.8131
2022-10-16,256.5462,14515.6378,0.81528
2022-10-17,291.019,14557.8409,0.81765
2022-10-18,293.1938,14612.9206,0.82075
2022-10-19,343.9533,14682.663,0.82466
2022-10-20,416.4232,14803.1293,0.83143
2022-10-21,344.7809,14825.7442,0.8327
2022-10-22,375.1088,14890.6255,0.83634
2022-10-23,406.396,14981.8961,0.84147
2022-10-24,432.8438,15026.4992,0.84398
2022-10-25,362.8257,15053.7658,0.84551
2022-10-26,365.1891,15081.9759,0.84709
2022-10-27,394.5305,15137.0777,0.85019
2022-10-28,515.982,15265.7526,0.85741
2022-10-29,495.1214,15343.5168,0.86178
2022-10-30,373.702,15319.7106,0.86044
2022-10-31,302.9998,15253.3437,0.85672
2022-11-01,307.3891,15180.3319,0.85262
2022-11-02,348.1712,15188.9461,0.8531
2022-11-03,332.7004,15204.7293,0.85399
2022-11-04,311.3493,15200.9219,0.85377
2022-11-05,306.7749,15206.0608,0.85406
2022-11-06,316.5439,15245.6803,0.85629
2022-11-07,302.072,15268.7254,0.85758
2022-11-08,376.8065,15360.228,0.86172
2022-11-09,407.5867,15443.4742,0.86639
2022-11-10,465.8963,15530.0634,0.87125
2022-11-11,390.6785,15530.622,0.87128
2022-11-12,417.8098,15571.6895,0.87359
2022-11-13,465.5874,15634.9785,0.87714
2022-11-14,423.5409,15649.798,0.87797
2022-11-15,411.772,15621.9857,0.87641
2022-11-16,370.7969,15573.8892,0.87371
2022-11-17,331.0547,15508.5029,0.87004
2022-11-18,370.1546,15492.9486,0.86917
2022-11-19,354.3786,15449.2772,0.86672
2022-11-20,339.1516,15427.6176,0.8655
2022-11-21,319.4592,15383.0392,0.863
2022-11-22,329.2022,15381.309,0.86291
2022-11-23,338.536,15377.832,0.86271
2022-11-24,331.3157,15376.9683,0.86266
2022-11-25,302.3961,15350.8881,0.8612
2022-11-26,319.0114,15357.1408,0.86155
2022-11-27,286.8854,15385.4727,0.86314
2022-11-28,357.8295,15436.0941,0.86598
2022-11-29,381.9152,15505.9567,0.8699
2022-11-30,365.4682,15533.013,0.87142
2022-12-01,282.982,15635.1552,0.85935
2022-12-02,254.8979,15581.2011,0.85638
2022-12-03,254.5589,15556.7618,0.85504
2022-12-04,264.055,15554.8265,0.85493
2022-12-05,257.2584,15531.5315,0.85365
2022-12-06,260.9301,15507.3575,0.85233
2022-12-07,267.6899,15490.9708,0.85142
2022-12-08,293.749,15502.6471,0.85207
2022-12-09,272.5168,15465.4641,0.85002
2022-12-10,236.3438,15423.0009,0.84769
2022-12-11,235.8629,15409.3331,0.84694
2022-12-12,261.5882,15390.5932,0.84591
2022-12-13,243.5223,15343.631,0.84333
2022-12-14,225.8032,15289.3237,0.84034
2022-12-15,198.0159,15236.1344,0.83742
2022-12-16,175.0428,15175.1131,0.83406
2022-12-17,167.4756,15128.4513,0.8315
2022-12-18,174.3734,15097.7932,0.82981
2022-12-19,166.743,15041.0484,0.8267
2022-12-20,162.1811,14968.2841,0.8227
2022-12-21,151.4213,14907.2944,0.81934
2022-12-22,151.1493,14826.9451,0.81493
2022-12-23,137.3691,14742.3443,0.81028
2022-12-24,169.0604,14690.1217,0.80741
2022-12-25,146.748,14671.4501,0.80638
2022-12-26,154.7893,14624.3065,0.80379
2022-12-27,175.6772,14584.3074,0.80159
2022-12-28,165.261,14529.4426,0.79858
2022-12-29,150.0821,14457.7759,0.79464
2022-12-30,139.3032,14401.2775,0.79153
2022-12-31,148.2981,14380.9344,0.79041
2023-01-01,142.9024,14374.4457,0.79006
2023-01-02,163.5541,14342.1338,0.78828
2023-01-03,184.0896,14311.3727,0.78659
2023-01-04,191.4577,14259.4843,0.78374
2023-01-05,163.4478,14204.5316,0.78072
2023-01-06,175.9409,14169.8215,0.77881
2023-01-07,221.6536,14184.9716,0.77964
2023-01-08,226.2771,14211.7194,0.78111
2023-01-09,192.1521,14207.5821,0.78089
2023-01-10,255.6992,14231.2298,0.78219
2023-01-11,276.6208,14270.6846,0.78435
2023-01-12,312.2169,14304.6902,0.78622
2023-01-13,264.5305,14297.6738,0.78584
2023-01-14,256.5705,14286.7771,0.78524
2023-01-15,251.3341,14272.345,0.78445
2023-01-16,229.2214,14223.1113,0.78174
2023-01-17,206.3725,14159.0942,0.77822
2023-01-18,228.9117,14128.6575,0.77655
2023-01-19,216.3115,14073.6727,0.77353
2023-01-20,214.9463,14006.6927,0.76984
2023-01-21,190.7048,13938.4729,0.7661
2023-01-22,186.519,13888.6344,0.76336
2023-01-23,166.8854,13795.8053,0.75825
2023-01-24,169.9151,13694.2734,0.75267
2023-01-25,146.1471,13585.0659,0.74667
2023-01-26,138.4206,13473.577,0.74054
2023-01-27,129.0389,13371.0354,0.73491
2023-01-28,122.2857,13264.9752,0.72908
2023-01-29,113.0273,13190.1365,0.72496
2023-01-30,114.6881,13085.0133,0.71919
2023-01-31,113.1403,12978.3428,0.71332
2023-02-01,108.7925,12885.5894,0.70823
2023-02-02,115.285,12807.2405,0.70392
2023-02-03,103.379,12728.963,0.69962
2023-02-04,111.0976,12670.3803,0.6964
2023-02-05,97.617,12612.1597,0.6932
2023-02-06,96.5137,12507.8466,0.68746
2023-02-07,105.9521,12422.0297,0.68275
2023-02-08,98.3727,12338.3146,0.67815
2023-02-09,103.0824,12249.1247,0.67324
2023-02-10,102.6333,12146.6547,0.66761
2023-02-11,119.3292,12069.9882,0.6634
2023-02-12,110.9529,12005.9905,0.65988
2023-02-13,134.7612,11955.7803,0.65712
2023-02-14,117.5767,11874.2745,0.65264
2023-02-15,166.3054,11861.0543,0.65191
2023-02-16,138.0344,11796.3379,0.64836
2023-02-17,135.4845,11722.8567,0.64432
2023-02-18,145.1437,11650.1251,0.64032
2023-02-19,141.2975,11614.5541,0.63837
2023-02-20,150.1834,11561.7671,0.63547
2023-02-21,141.937,11500.5496,0.6321
2023-02-22,154.7477,11416.8491,0.6275
2023-02-23,128.0069,11323.2906,0.62236
2023-02-24,117.4059,11218.8538,0.61662
2023-02-25,103.1009,11117.2835,0.61104
2023-02-26,98.6888,11025.7593,0.606
2023-02-27,104.3035,10916.377,0.59999
2023-02-28,128.1501,10824.3916,0.59494
2023-03-01,120.3398,10726.8567,0.58958
2023-03-02,117.1962,10625.2468,0.58399
2023-03-03,112.0283,10527.6842,0.57863
2023-03-04,164.8662,10495.9943,0.57689
2023-03-05,229.2837,10547.3032,0.57971
2023-03-06,225.7964,10559.4575,0.57939
2023-03-07,175.8198,10527.0947,0.57762
2023-03-08,217.6834,10543.7499,0.57853
2023-03-09,300.3834,10627.6307,0.58314
2023-03-10,229.8258,10615.4629,0.58247
2023-03-11,419.1318,10802.608,0.59274
2023-03-12,394.1178,10954.9585,0.6011
2023-03-13,429.2205,11085.8161,0.60828
2023-03-14,356.6229,11123.1138,0.61032
2023-03-15,338.8655,11153.634,0.612
2023-03-16,343.2153,11181.4298,0.61352
2023-03-17,316.3135,11212.0814,0.6152
2023-03-18,293.7176,11236.7296,0.61656
2023-03-19,298.7594,11255.9281,0.61761
2023-03-20,253.9654,11244.0309,0.61696
2023-03-21,220.8745,11192.3093,0.61412
2023-03-22,210.5841,11126.5408,0.61051
2023-03-23,222.4942,11091.312,0.60858
2023-03-24,234.9944,11073.2719,0.60759
2023-03-25,264.0398,11076.483,0.60776
2023-03-26,251.0572,11085.3221,0.60825
2023-03-27,226.8373,11065.4037,0.60716
2023-03-28,234.9146,11036.2371,0.60556
2023-03-29,232.0145,10992.2706,0.60314
2023-03-30,211.0367,10940.19,0.60029
2023-03-31,241.632,10913.3655,0.59881
2023-04-01,218.4973,10881.872,0.59709
2023-04-02,282.9217,10946.88,0.60065
2023-04-03,228.3988,10932.068,0.59984
2023-04-04,199.0957,10889.2303,0.59756
2023-04-05,277.7383,10836.8496,0.59468
2023-04-06,211.0641,10851.3418,0.59548
2023-04-07,236.8311,10891.1025,0.59766
2023-04-08,243.7325,10911.8609,0.5988
2023-04-09,214.6515,10899.3287,0.59811
2023-04-10,192.9183,10847.5581,0.59527
2023-04-11,196.7313,10812.4184,0.59334
2023-04-12,204.2376,10774.1378,0.59124
2023-04-13,185.1171,10720.5874,0.5883
2023-04-14,173.6219,10647.2288,0.58428
2023-04-15,167.7538,10584.2385,0.58082
2023-04-16,224.0201,10615.6899,0.58255
2023-04-17,306.8315,10700.9818,0.58723
2023-04-18,328.3122,10778.1738,0.59146
2023-04-19,237.0167,10758.3608,0.59038
2023-04-20,224.1941,10743.2761,0.58955
2023-04-21,247.698,10747.317,0.58977
2023-04-22,270.0542,10780.5925,0.5916
2023-04-23,255.0468,10834.8147,0.59457
2023-04-24,263.8486,10876.6602,0.59687
2023-04-25,251.8811,10898.173,0.59805
2023-04-26,297.0545,10961.1701,0.60151
2023-04-27,250.1689,10980.2447,0.60255
2023-04-28,383.7685,11118.8587,0.61016
2023-04-29,317.0611,11188.7973,0.614
2023-04-30,316.5932,11318.139,0.62109
2023-05-01,230.3445,11341.7188,0.62239
2023-05-02,201.6082,11306.8363,0.62047
2023-05-03,168.2096,11237.8333,0.61669
2023-05-04,155.56,11172.1387,0.61308
2023-05-05,143.8102,11086.37,0.60838
2023-05-06,146.7033,11010.0879,0.60419
2023-05-07,139.726,10961.3845,0.60152
2023-05-08,129.2081,10888.7247,0.59753
2023-05-09,137.7862,10814.9057,0.59348
2023-05-10,156.7087,10769.6389,0.591
2023-05-11,149.898,10742.722,0.58909
2023-05-12,147.524,10699.8395,0.58674
2023-05-13,145.9524,10661.2948,0.58463
2023-05-14,153.5386,10659.7707,0.58454
2023-05-15,164.2972,10647.2551,0.58386
2023-05-16,165.7853,10621.7773,0.58246
2023-05-17,224.6129,10667.1169,0.58495
2023-05-18,149.0645,10625.4942,0.58266
2023-05-19,160.0974,10604.4848,0.58151
2023-05-20,191.365,10635.7362,0.58322
2023-05-21,187.8547,10683.536,0.58585
2023-05-22,209.9506,10755.9677,0.58982
2023-05-23,328.9619,10898.638,0.59764
2023-05-24,306.8429,10993.1445,0.60282
2023-05-25,358.444,11149.7665,0.61141
2023-05-26,419.4529,11339.5209,0.62182
2023-05-27,313.2761,11454.4788,0.62812
2023-05-28,394.6536,11630.6244,0.63778
2023-05-29,359.7107,11760.035,0.64488
2023-05-30,387.9051,11885.0884,0.6517
2023-05-31,279.5748,11931.9169,0.65426
2023-06-01,417.0342,12133.1718,0.6653
2023-06-02,313.2097,12196.4041,0.66877
2023-06-03,228.7853,12192.1023,0.66853
2023-06-04,203.8026,12203.6207,0.66916
2023-06-05,327.7137,12311.8857,0.6751
2023-06-06,306.826,12337.8871,0.68089
2023-06-07,241.2652,12362.2469,0.68223
2023-06-08,304.6883,12481.5858,0.68882
2023-06-09,275.1097,12547.3417,0.69244
2023-06-10,225.0228,12582.0723,0.69436
2023-06-11,281.7821,12689.0876,0.70027
2023-06-12,197.5392,12697.6064,0.70074
2023-06-13,171.3709,12660.159,0.69867
2023-06-14,197.7992,12641.7002,0.69765
2023-06-15,232.1978,12660.4065,0.69868
2023-06-16,254.4658,12701.8333,0.70097
2023-06-17,236.7813,12753.442,0.70382
2023-06-18,220.1712,12815.3149,0.70723
2023-06-19,181.0999,12829.7702,0.70803
2023-06-20,157.6854,12800.6165,0.70642
2023-06-21,179.2886,12773.2018,0.70491
2023-06-22,182.3354,12769.6465,0.70471
2023-06-23,196.3446,12791.8155,0.70594
2023-06-24,217.898,12863.8697,0.70991
2023-06-25,251.9886,12972.1416,0.71589
2023-06-26,301.2932,13116.0741,0.72383
2023-06-27,202.8601,13135.9415,0.72493
2023-06-28,184.7106,13132.3226,0.72473
2023-06-29,187.0267,13126.7706,0.72442
2023-06-30,185.6461,13123.9539,0.72427
2023-07-01,171.9825,13117.035,0.72388
2023-07-02,252.2142,13222.9584,0.72973
2023-07-03,198.082,13279.8174,0.73287
2023-07-04,220.2461,13322.2922,0.73521
2023-07-05,188.5754,13341.0768,0.73625
2023-07-06,229.4413,13396.8016,0.73932
2023-07-07,285.696,13484.6638,0.74417
2023-07-08,268.0175,13553.211,0.74796
2023-07-09,218.0681,13603.0108,0.7507
2023-07-10,261.6487,13678.62,0.75488
2023-07-11,208.3098,13690.4049,0.75553
2023-07-12,198.5317,13707.9079,0.7557
2023-07-13,174.8113,13713.8818,0.75603
2023-07-14,316.9723,13850.6929,0.76357
2023-07-15,247.8991,13918.5127,0.76731
2023-07-16,293.4374,14062.9697,0.77528
2023-07-17,416.7364,14288.5333,0.78771
2023-07-18,347.1915,14433.3426,0.79569
2023-07-19,326.654,14548.7358,0.80206
2023-07-20,238.7126,14587.5968,0.8042
2023-07-21,285.8106,14653.3976,0.80783
2023-07-22,249.85,14700.383,0.81042
2023-07-23,197.9912,14712.869,0.8111
2023-07-24,228.2137,14743.8595,0.81281
2023-07-25,181.2041,14734.6904,0.81231
2023-07-26,172.0601,14735.583,0.81236
2023-07-27,177.671,14741.1336,0.81266
2023-07-28,168.166,14737.1367,0.81244
2023-07-29,158.3915,14721.5837,0.81159
2023-07-30,190.9503,14737.1537,0.81244
2023-07-31,182.6716,14756.1446,0.81231
2023-08-01,227.4739,14791.9849,0.81429
2023-08-02,212.559,14813.6645,0.81548
2023-08-03,175.5031,14807.2804,0.81513
2023-08-04,163.9613,14773.9595,0.81329
2023-08-05,207.0831,14797.6812,0.8146
2023-08-06,164.1054,14795.1679,0.81446
2023-08-07,212.0504,14813.0717,0.81545
2023-08-08,180.4133,14799.369,0.81398
2023-08-09,238.0612,14806.5079,0.81437
2023-08-10,163.9098,14776.7722,0.81273
2023-08-11,184.9503,14771.9926,0.81247
2023-08-12,186.9752,14787.0141,0.8133
2023-08-13,218.0145,14832.0682,0.81578
2023-08-14,158.9549,14825.5093,0.81534
2023-08-15,213.8962,14865.2484,0.81753
2023-08-16,173.6895,14873.8719,0.818
2023-08-17,162.0233,14863.9865,0.81746
2023-08-18,175.3,14881.7012,0.81843
2023-08-19,140.1052,14849.6393,0.81667
2023-08-20,187.9765,14886.848,0.81872
2023-08-21,206.1923,14943.9702,0.82186
2023-08-22,375.3868,15144.0396,0.83286
2023-08-23,234.8255,15148.6751,0.83312
2023-08-24,171.9399,15112.4096,0.83112
2023-08-25,185.529,15088.8412,0.82983
2023-08-26,169.5584,15053.2141,0.82787
2023-08-27,136.8168,15003.5283,0.82513
2023-08-28,123.9252,14919.4411,0.82051
2023-08-29,138.7098,14854.1488,0.81692
2023-08-30,115.2336,14761.3845,0.81182
2023-08-31,104.9095,14684.6897,0.8076
2023-09-01,100.7261,14606.5994,0.80331
2023-09-02,109.1752,14559.3001,0.8007
2023-09-03,113.9593,14552.2729,0.80032
2023-09-04,147.5244,14539.5649,0.79962
2023-09-05,116.2527,14483.4012,0.79653
2023-09-06,102.9237,14414.7823,0.79276
2023-09-07,102.2821,14332.5976,0.78824
2023-09-08,93.5129,14248.2829,0.7836
2023-09-09,99.6726,14201.0202,0.781
2023-09-10,144.4845,14229.0984,0.78254
2023-09-11,257.8352,14328.4581,0.78801
2023-09-12,184.4917,14359.6073,0.78972
2023-09-13,145.3064,13707.3382,0.78051
2023-09-14,154.4767,13700.3354,0.78011
2023-09-15,131.8021,13668.8052,0.77832
2023-09-16,106.2851,13629.0393,0.77605
2023-09-17,139.2603,13652.3334,0.77738
2023-09-18,111.0249,13605.1245,0.77469
2023-09-19,98.8859,13538.9571,0.77092
2023-09-20,91.061,13483.3186,0.76775
2023-09-21,92.3497,13419.0893,0.7641
2023-09-22,89.218,13344.3915,0.75984
2023-09-23,110.4221,13302.7111,0.75747
2023-09-24,106.8846,13312.81,0.75804
2023-09-25,121.8211,13246.4307,0.75426
2023-09-26,109.3946,13196.3921,0.75142
2023-09-27,90.1635,13121.0428,0.74712
2023-09-28,97.9448,13058.9101,0.74359
2023-09-29,94.6319,13003.7725,0.74045
2023-09-30,95.5526,12940.3057,0.73683
2023-10-01,133.6455,12959.939,0.73795
2023-10-02,108.2281,12919.6909,0.73566
2023-10-03,111.5607,12872.1728,0.73295
2023-10-04,141.2445,12859.6555,0.73224
2023-10-05,138.3413,12829.991,0.73055
2023-10-06,145.5828,12809.9683,0.72941
2023-10-07,167.5768,12832.8278,0.73071
2023-10-08,192.7541,12892.5617,0.73412
2023-10-09,132.3779,12861.3376,0.73234
2023-10-10,151.3239,12853.4875,0.73189
2023-10-11,152.3753,12837.2335,0.73092
2023-10-12,123.86,12791.3378,0.72831
2023-10-13,130.289,12741.4778,0.72547
2023-10-14,136.9573,12737.2786,0.72523
2023-10-15,122.6246,12733.0196,0.72499
2023-10-16,121.2211,12720.6263,0.72428
2023-10-17,117.327,12694.2513,0.72278
2023-10-18,114.567,12649.5825,0.72024
2023-10-19,110.4997,12596.7411,0.71723
2023-10-20,107.6249,12537.9581,0.71388
2023-10-21,107.6817,12507.0472,0.71212
2023-10-22,109.987,12496.1811,0.7115
2023-10-23,142.7243,12493.4989,0.71135
2023-10-24,177.018,12539.8634,0.71399
2023-10-25,151.7898,12547.1425,0.7144
2023-10-26,198.5104,12604.4183,0.71766
2023-10-27,213.5467,12650.1753,0.72027
2023-10-28,192.3189,12656.0005,0.7206
2023-10-29,200.6426,12694.625,0.7228
2023-10-30,224.4679,12728.3676,0.72472
2023-10-31,255.5671,12784.7243,0.72793
2023-11-01,277.5579,12629.7307,0.72813
2023-11-02,308.0691,12754.1162,0.7353
2023-11-03,320.878,12845.8644,0.74059
2023-11-04,335.3053,12941.2791,0.74609
2023-11-05,258.984,12976.7199,0.74813
2023-11-06,254.5214,13012.9524,0.75022
2023-11-07,254.784,13037.6567,0.75165
2023-11-08,194.5842,13003.9926,0.74971
2023-11-09,180.1802,12969.4121,0.74771
2023-11-10,180.031,12975.8588,0.74809
2023-11-11,173.4606,12977.2015,0.74816
2023-11-12,200.0914,13031.9726,0.75132
2023-11-13,157.7227,13029.9579,0.7512
2023-11-14,171.3234,13033.9105,0.75131
2023-11-15,236.2434,13118.8389,0.75574
2023-11-16,169.218,13103.8582,0.75488
2023-11-17,190.1112,13111.6049,0.75532
2023-11-18,255.4606,13192.0938,0.75996
2023-11-19,224.7648,13266.4194,0.76424
2023-11-20,230.6623,13309.7945,0.76674
2023-11-21,201.6198,13310.547,0.76678
2023-11-22,179.6615,13282.3367,0.76516
2023-11-23,157.4377,13228.035,0.76203
2023-11-24,161.8936,13195.1191,0.76014
2023-11-25,195.5731,13191.965,0.75995
2023-11-26,152.7164,13169.7612,0.75867
2023-11-27,137.498,13119.0493,0.75575
2023-11-28,141.7338,13067.7985,0.7528
2023-11-29,123.9045,13024.3633,0.7503
2023-11-30,123.4719,12986.5698,0.74812
2023-12-01,108.5395,12938.0707,0.74533
2023-12-02,103.7838,12905.1607,0.74343
2023-12-03,99.216,12888.2153,0.74246
2023-12-04,94.4057,12831.2663,0.73917
2023-12-05,92.8676,12775.0437,0.73594
2023-12-06,100.0589,12720.768,0.73281
2023-12-07,99.4595,12680.1772,0.73047
2023-12-08,97.7999,12665.8417,0.72964
2023-12-09,93.2554,12633.4852,0.72778
2023-12-10,120.2484,12637.0992,0.72799
2023-12-11,97.5867,12658.7608,0.72924
2023-12-12,102.4198,12561.8162,0.72365
2023-12-13,87.0872,12502.9088,0.72026
2023-12-14,87.0076,12445.6091,0.71696
2023-12-15,104.3041,12405.5332,0.71465
2023-12-16,125.1866,12414.9079,0.71519
2023-12-17,165.3353,12476.7813,0.71875
2023-12-18,137.0407,12461.0622,0.71785
2023-12-19,128.1802,12430.6205,0.71609
2023-12-20,129.0114,12387.5847,0.71362
2023-12-21,129.1496,12350.6864,0.71149
2023-12-22,118.9199,12288.194,0.70789
2023-12-23,114.1876,12256.9079,0.70609
2023-12-24,112.8356,12241.8008,0.70522
2023-12-25,111.5146,12244.6721,0.70538
2023-12-26,134.3183,12230.2667,0.70455
2023-12-27,134.196,12215.9322,0.70373
2023-12-28,170.4821,12238.0726,0.705
2023-12-29,159.6166,12252.7184,0.70585
2023-12-30,143.28,12221.0241,0.70402
2023-12-31,143.6908,12185.8615,0.70199
2024-01-01,113.953,12161.2764,0.70058
2024-01-02,107.4415,12100.5164,0.69708
2024-01-03,104.7097,12036.4936,0.69339
2024-01-04,96.5124,11965.3845,0.68929
2024-01-05,94.2234,11885.8619,0.68471
2024-01-06,92.6391,11826.9117,0.68132
2024-01-07,84.1827,11770.6791,0.67808
2024-01-08,79.8615,11707.9666,0.67446
2024-01-09,77.3849,11629.1509,0.66992
2024-01-10,80.2601,11556.8597,0.66576
2024-01-11,79.5147,11469.2362,0.66071
2024-01-12,84.5088,11397.426,0.65657
2024-01-13,81.6706,11347.8371,0.65372
2024-01-14,75.2441,11315.2908,0.65184
2024-01-15,72.8237,11244.2677,0.64775
2024-01-16,71.4311,11162.6699,0.64305
2024-01-17,69.5392,11064.1414,0.63738
2024-01-18,65.297,10957.1171,0.63121
2024-01-19,65.1003,10847.5389,0.6249
2024-01-20,63.2347,10763.9028,0.62008
2024-01-21,64.0671,10692.5219,0.61597
2024-01-22,65.2902,10609.3566,0.61118
2024-01-23,63.3709,10519.9375,0.60603
2024-01-24,59.4005,10428.2279,0.60074
2024-01-25,57.3234,10337.2885,0.5955
2024-01-26,57.7898,10230.8984,0.58937
2024-01-27,61.8246,10127.6163,0.58342
2024-01-28,58.3525,10034.2639,0.57805
2024-01-29,55.8247,9911.8499,0.57099
2024-01-30,56.6513,9796.9049,0.56437
2024-01-31,63.8386,9684.6704,0.55791
2024-02-01,73.5148,9603.8871,0.55325
2024-02-02,78.7872,9547.0471,0.54998
2024-02-03,117.5098,9538.7482,0.5495
2024-02-04,119.7218,9541.81,0.54968
2024-02-05,122.6694,9506.5638,0.54765
2024-02-06,128.8707,9454.0121,0.54462
2024-02-07,114.225,9395.4198,0.54122
2024-02-08,96.3305,9320.8105,0.53693
2024-02-09,91.6035,9233.6882,0.53191
2024-02-10,96.3424,9170.5514,0.52827
2024-02-11,82.6396,9104.711,0.52448
2024-02-12,77.3552,9008.6995,0.51895
2024-02-13,68.2334,8910.7659,0.51331
2024-02-14,75.6115,8817.9277,0.50796
2024-02-15,67.6372,8734.5894,0.50316
2024-02-16,73.2358,8651.9172,0.49839
2024-02-17,71.2302,8566.693,0.49349
2024-02-18,72.1073,8505.9497,0.48999
2024-02-19,61.7072,8398.8355,0.48382
2024-02-20,63.6765,8295.1618,0.47784
2024-02-21,65.2251,8206.6507,0.47275
2024-02-22,70.2204,8141.8382,0.46901
2024-02-23,67.6682,8061.8359,0.4644
2024-02-24,59.3594,7992.99,0.46044
2024-02-25,63.1113,7949.5063,0.45793
2024-02-26,63.7449,7866.6285,0.45316
2024-02-27,62.6639,7784.9967,0.44846
2024-02-28,60.2947,7693.9372,0.44321
2024-02-29,60.4171,7604.355,0.43805
2024-03-01,61.7208,7514.7562,0.43289
2024-03-02,63.0208,7424.3991,0.42768
2024-03-03,64.7258,7361.0019,0.42403
2024-03-04,73.1058,7267.0101,0.41862
2024-03-05,70.4309,7180.1443,0.41361
2024-03-06,67.1219,7097.0425,0.40883
2024-03-07,60.9336,7011.6735,0.40391
2024-03-08,69.237,6926.5677,0.39901
2024-03-09,80.5226,6869.5966,0.39572
2024-03-10,67.7676,6819.8721,0.39286
2024-03-11,92.765,6770.4502,0.39001
2024-03-12,83.4438,6700.7854,0.386
2024-03-13,63.7949,6602.6901,0.38035
2024-03-14,88.1234,6537.7001,0.37661
2024-03-15,66.3479,6441.6051,0.37107
2024-03-16,60.0622,6355.5571,0.36611
2024-03-17,66.8975,6299.1298,0.36286
2024-03-18,61.3678,6204.737,0.35742
2024-03-19,75.3428,6133.242,0.35331
2024-03-20,68.6795,6046.9944,0.34834
2024-03-21,77.4895,5978.0911,0.34437
2024-03-22,77.2567,5900.9566,0.33993
2024-03-23,63.9602,5823.0707,0.33544
2024-03-24,56.0556,5756.0103,0.33158
2024-03-25,70.352,5700.6055,0.32838
2024-03-26,77.8769,5633.6935,0.32453
2024-03-27,72.6935,5585.3171,0.32174
2024-03-28,65.8098,5555.9018,0.32005
2024-03-29,67.5566,5530.4855,0.31858
2024-03-30,66.3431,5488.0676,0.31614
2024-03-31,77.7799,5469.61,0.31508
2024-04-01,92.9901,5448.7277,0.31387
2024-04-02,139.6123,5459.9654,0.31452
2024-04-03,123.7293,5454.0099,0.31418
2024-04-04,169.2499,5494.1414,0.31649
2024-04-05,148.3559,5503.8725,0.31705
2024-04-06,138.3367,5506.7722,0.31722
2024-04-07,103.2023,5491.0186,0.31631
2024-04-08,96.3625,5464.7578,0.3148
2024-04-09,91.7843,5428.9324,0.31273
2024-04-10,78.4439,5384.7399,0.31019
2024-04-11,70.6237,5318.936,0.3064
2024-04-12,68.5149,5250.139,0.30243
2024-04-13,65.1462,5203.2676,0.29973
2024-04-14,62.7962,5172.0326,0.29794
2024-04-15,65.5029,5115.4044,0.29467
2024-04-16,63.6833,5049.4486,0.29087
2024-04-17,67.7939,4988.4595,0.28736
2024-04-18,84.3318,4958.5183,0.28564
2024-04-19,123.2801,4973.4418,0.2865
2024-04-20,140.7213,5012.8494,0.28877
2024-04-21,173.8553,5103.9111,0.29401
2024-04-22,214.617,5212.0758,0.30024
2024-04-23,192.2103,5271.4577,0.30366
2024-04-24,165.1582,5292.0275,0.30485
2024-04-25,168.2783,5340.3657,0.30763
2024-04-26,175.1971,5399.0839,0.31101
2024-04-27,190.9257,5454.0649,0.31418
2024-04-28,206.1877,5557.9932,0.32017
2024-04-29,303.2062,5672.5099,0.32677
2024-04-30,204.8723,5713.2457,0.32911
2024-05-01,212.0094,5728.2676,0.32998
2024-05-02,230.2367,5733.9931,0.33031
2024-05-03,199.9676,5719.3192,0.32946
2024-05-04,316.4636,5846.9106,0.33681
2024-05-05,350.5125,5974.9895,0.34419
2024-05-06,257.5215,5996.685,0.34544
2024-05-07,205.6961,5991.191,0.34512
2024-05-08,315.6406,6059.5309,0.34906
2024-05-09,468.7315,6257.1765,0.36045
